ID	F(x) - ANF	F(x) - Univariate F_2^7	Exponents	Status	Note
289	x0*x3+x0*x4+x1*x5+x3*x5+x1*x6+x2*x6+x0+x2+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
290	x0*x2+x1*x2+x1*x3+x0*x4+x0*x5+x2*x5+x1*x6+x2*x6+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
291	x0*x2+x0*x3+x1*x3+x2*x3+x0*x5+x1*x5+x3*x5+x1*x6+x3*x6+x4*x6+x5*x6+x0+x2+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
292	x0*x1+x0*x2+x0*x4+x2*x4+x3*x4+x1*x5+x3*x5+x4*x5+x0*x6+x3*x6+x0+x1+x2+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
293	x0*x1+x0*x3+x0*x4+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x5*x6+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
294	x0*x1+x1*x3+x2*x3+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x4*x6+x5*x6+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
295	x0*x2+x1*x2+x1*x3+x0*x4+x1*x4+x2*x4+x3*x4+x0*x5+x2*x5+x1*x6+x2*x6+x4*x6+x0+x2+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
296	x0*x1+x1*x2+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x0*x5+x2*x5+x0*x6+x3*x6+x4*x6+x2+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
297	x0*x2+x0*x3+x1*x3+x2*x3+x1*x4+x0*x5+x1*x5+x3*x5+x4*x5+x1*x6+x3*x6+x5*x6+x0+x1	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
298	x0*x1+x0*x2+x1*x2+x1*x3+x2*x5+x0*x6+x2*x6+x4*x6+x5*x6+x0+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
299	x1*x3+x2*x3+x0*x4+x1*x4+x1*x5+x3*x5+x4*x5+x1*x6+x2*x6+x4*x6+x0+x1+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
300	x0*x2+x0*x3+x1*x3+x2*x3+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x4*x5+x1*x6+x3*x6+x4*x6+x5*x6+x1+x2	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
301	x0*x1+x1*x3+x2*x3+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x4*x6+x5*x6+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
302	x0*x2+x1*x2+x1*x3+x0*x4+x1*x4+x2*x4+x3*x4+x0*x5+x2*x5+x1*x6+x2*x6+x4*x6+x0+x2+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
303	x0*x2+x0*x3+x1*x3+x2*x3+x1*x4+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x1*x6+x3*x6+x5*x6+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
304	x0*x2+x1*x2+x1*x3+x2*x4+x3*x4+x0*x5+x2*x5+x4*x5+x1*x6+x2*x6+x4*x6+x0+x1+x2	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
305	x1*x2+x0*x3+x1*x3+x2*x5+x1*x6+x3*x6+x4*x6+x5*x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
306	x0*x3+x0*x4+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x1*x6+x2*x6+x4*x6+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
307	x0*x1+x1*x2+x0*x3+x1*x3+x2*x4+x3*x4+x0*x5+x2*x5+x4*x5+x0*x6+x3*x6+x4*x6+x1+x2+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
308	x1*x2+x0*x3+x1*x3+x2*x4+x3*x4+x2*x5+x4*x5+x1*x6+x3*x6+x4*x6+x5*x6+x0+x1+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
309	x0*x2+x1*x2+x1*x3+x2*x4+x3*x4+x0*x5+x2*x5+x4*x5+x1*x6+x2*x6+x4*x6+x0+x1+x2	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
310	x0*x1+x0*x2+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x0*x6+x3*x6+x0+x2+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
311	x0*x3+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x1*x6+x2*x6+x2+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
312	x0*x1+x0*x3+x0*x4+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x5*x6+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
313	x0*x2+x0*x4+x1*x4+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x1*x6+x3*x6+x4*x6+x5*x6+x2+x4	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
314	x0*x1+x1*x2+x2*x3+x1*x4+x2*x4+x3*x4+x0*x5+x2*x5+x0*x6+x3*x6+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
315	x0*x1+x0*x2+x0*x4+x1*x5+x3*x5+x0*x6+x3*x6+x2+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
316	x0*x1+x0*x3+x0*x4+x1*x4+x0*x5+x1*x5+x3*x5+x4*x5+x0*x6+x2*x6+x4*x6+x5*x6+x1+x2+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
317	x0*x2+x0*x5+x1*x5+x3*x5+x1*x6+x3*x6+x4*x6+x5*x6+x0+x2+x4	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
318	x0*x1+x0*x2+x1*x2+x1*x3+x1*x4+x2*x4+x3*x4+x2*x5+x0*x6+x2*x6+x5*x6+x2+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
319	x1*x3+x2*x3+x2*x4+x3*x4+x1*x5+x3*x5+x4*x5+x1*x6+x2*x6+x4*x6+x1+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
320	x0*x1+x0*x3+x0*x4+x1*x4+x0*x5+x1*x5+x3*x5+x4*x5+x0*x6+x2*x6+x4*x6+x5*x6+x1+x2+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
321	x0*x1+x0*x2+x0*x3+x1*x3+x2*x3+x2*x4+x3*x4+x1*x5+x3*x5+x4*x5+x0*x6+x3*x6+x4*x6+x0+x1+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
322	x0*x1+x0*x2+x1*x2+x1*x3+x0*x4+x2*x4+x3*x4+x2*x5+x4*x5+x0*x6+x2*x6+x5*x6+x1+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
323	x0*x1+x1*x3+x2*x3+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x4*x6+x5*x6+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
324	x0*x1+x0*x2+x0*x4+x1*x5+x3*x5+x0*x6+x3*x6+x2+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
325	x0*x1+x1*x2+x0*x3+x1*x3+x0*x4+x0*x5+x2*x5+x0*x6+x3*x6+x0+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
326	x0*x2+x0*x4+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x4*x5+x1*x6+x3*x6+x5*x6+x1+x6	x^80 + x^72 + x^68 + x^66 + x^40 + x^36 + x^34 + x^33 + x^20 + x^18 + x^17 + x^10 + x^9 + x^5	5,9,10,17,18,20,33,34,36,40,66,68,72,80	DUPLICATE	Same as Class 10
327	x1*x3+x2*x3+x2*x4+x3*x4+x1*x5+x3*x5+x4*x5+x1*x6+x2*x6+x4*x6+x1+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
328	x1*x2+x0*x3+x1*x3+x0*x4+x1*x4+x2*x5+x4*x5+x1*x6+x3*x6+x4*x6+x5*x6+x1+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
329	x0*x1+x0*x2+x1*x2+x1*x3+x2*x5+x0*x6+x2*x6+x4*x6+x5*x6+x0+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
330	x0*x1+x0*x2+x1*x2+x1*x3+x0*x4+x2*x5+x0*x6+x2*x6+x5*x6+x0+x2+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
331	x0*x2+x1*x2+x1*x3+x0*x4+x1*x4+x2*x4+x3*x4+x0*x5+x2*x5+x1*x6+x2*x6+x4*x6+x0+x2+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
332	x0*x2+x1*x2+x1*x3+x0*x4+x1*x4+x0*x5+x2*x5+x4*x5+x1*x6+x2*x6+x4*x6+x1+x2	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
333	x0*x1+x0*x2+x0*x3+x1*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x0*x6+x3*x6+x4*x6+x0+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
334	x0*x1+x0*x2+x1*x2+x0*x3+x2*x3+x0*x4+x2*x4+x3*x4+x2*x5+x4*x5+x0*x6+x2*x6+x5*x6+x1+x2+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
335	x0*x1+x0*x2+x0*x3+x1*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x0*x6+x3*x6+x4*x6+x0+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
336	x1*x3+x2*x3+x0*x4+x2*x4+x3*x4+x1*x5+x3*x5+x4*x5+x1*x6+x2*x6+x1+x2+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
337	x0*x2+x1*x2+x1*x3+x0*x4+x0*x5+x2*x5+x1*x6+x2*x6+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
338	x0*x3+x0*x4+x1*x4+x1*x5+x3*x5+x4*x5+x1*x6+x2*x6+x4*x6+x0+x1+x4	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
339	x0*x1+x0*x3+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x4*x5+x0*x6+x2*x6+x4*x6+x5*x6+x0+x1+x2+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
340	x0*x1+x0*x2+x1*x2+x1*x3+x1*x4+x2*x4+x3*x4+x2*x5+x0*x6+x2*x6+x5*x6+x2+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
341	x0*x1+x0*x3+x0*x4+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x5*x6+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
342	x0*x2+x1*x2+x0*x3+x2*x3+x1*x4+x0*x5+x2*x5+x4*x5+x1*x6+x2*x6+x1+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
343	x0*x2+x0*x3+x1*x3+x2*x3+x0*x5+x1*x5+x3*x5+x1*x6+x3*x6+x4*x6+x5*x6+x0+x2+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
344	x0*x1+x1*x3+x2*x3+x0*x4+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x5*x6+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
345	x1*x3+x2*x3+x0*x4+x2*x4+x3*x4+x1*x5+x3*x5+x4*x5+x1*x6+x2*x6+x1+x2+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
346	x0*x1+x1*x3+x2*x3+x1*x4+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x5*x6+x0+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
347	x0*x2+x1*x2+x0*x3+x2*x3+x0*x4+x1*x4+x0*x5+x2*x5+x4*x5+x1*x6+x2*x6+x4*x6+x1+x2+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
